town,town_norm,CITY_NAME_from_master,S_NAME_from_master,LON,LAT,dist_km,total_87,公益財団法人　結核予防会　複十字病院,医療法人　啓仁会　吉祥寺南病院,医療法人　徳洲会　武蔵野徳洲会病院,医療法人社団　山斗会　山中病院,医療法人社団　時正会　佐々総合病院,医療法人社団　東山会　調布東山病院,医療法人社団　武蔵野会　一橋病院,医療法人社団　永寿会　三鷹中央病院,医療法人財団　きよせ旭が丘記念病院,医療法人財団　緑秀会　田無病院,医療法人財団　荻窪病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,学校法人　順天堂　順天堂大学医学部附属練馬病院,独立行政法人　国立病院機構　東京病院,緑風荘病院
杉並区上井草四丁目,杉並区上井草四丁目,杉並区,上井草四丁目,139.59715353538678,35.719608225643874,5.387499789813229,682.0,0.0,57.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,175.0,0.0,0.0
杉並区善福寺一丁目,杉並区善福寺一丁目,杉並区,善福寺一丁目,139.5971107838539,35.713160927151165,5.578605028553081,1795.0,0.0,89.0,0.0,150.0,58.0,0.0,0.0,0.0,0.0,0.0,1498.0,0.0,0.0,0.0,0.0
杉並区善福寺二丁目,杉並区善福寺二丁目,杉並区,善福寺二丁目,139.5916311132883,35.71210884576906,5.157870494748993,688.0,0.0,67.0,58.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,167.0,0.0,0.0
杉並区善福寺三丁目,杉並区善福寺三丁目,杉並区,善福寺三丁目,139.59003885792,35.715941480176014,4.874413129264836,1514.0,0.0,0.0,98.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1366.0,0.0,0.0,0.0,0.0
杉並区善福寺四丁目,杉並区善福寺四丁目,杉並区,善福寺四丁目,139.58861132940555,35.71840708954389,4.670732180423848,825.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0,56.0,0.0,0.0
杉並区松庵一丁目,杉並区松庵一丁目,杉並区,松庵一丁目,139.59377671426168,35.69526238892829,6.273793856618338,1661.0,0.0,1207.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0
杉並区松庵二丁目,杉並区松庵二丁目,杉並区,松庵二丁目,139.5948807913748,35.69818180225514,6.162241125327624,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0
杉並区松庵三丁目,杉並区松庵三丁目,杉並区,松庵三丁目,139.59644515437583,35.70157498577343,6.075693618549397,1074.0,0.0,146.0,147.0,103.0,65.0,0.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0
杉並区宮前一丁目,杉並区宮前一丁目,杉並区,宮前一丁目,139.61188971660138,35.69025258405099,7.928257241980996,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉並区宮前二丁目,杉並区宮前二丁目,杉並区,宮前二丁目,139.61341515768802,35.692838460078015,7.889757878383943,3026.0,55.0,353.0,0.0,1877.0,0.0,0.0,52.0,0.0,0.0,0.0,525.0,164.0,0.0,0.0,0.0
杉並区宮前三丁目,杉並区宮前三丁目,杉並区,宮前三丁目,139.60751067047522,35.69561171828571,7.273979947907388,1300.0,0.0,58.0,0.0,304.0,111.0,0.0,0.0,0.0,0.0,0.0,827.0,0.0,0.0,0.0,0.0
杉並区宮前四丁目,杉並区宮前四丁目,杉並区,宮前四丁目,139.60573509857906,35.69168325399305,7.379598199762478,846.0,0.0,282.0,0.0,236.0,0.0,0.0,63.0,0.0,79.0,0.0,130.0,0.0,56.0,0.0,0.0
杉並区宮前五丁目,杉並区宮前五丁目,杉並区,宮前五丁目,139.59988616764014,35.69435149495901,6.777052477526235,2702.0,0.0,409.0,73.0,100.0,70.0,0.0,0.0,826.0,0.0,0.0,252.0,904.0,68.0,0.0,0.0
杉並区久我山一丁目,杉並区久我山一丁目,杉並区,久我山一丁目,139.59684555098838,35.68312597331455,7.373567893181455,194.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
杉並区久我山二丁目,杉並区久我山二丁目,杉並区,久我山二丁目,139.60304341979784,35.683930306634174,7.721955911159674,287.0,0.0,54.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,61.0,0.0,0.0
杉並区久我山三丁目,杉並区久我山三丁目,杉並区,久我山三丁目,139.59552548212758,35.687277540955826,6.968317820625732,1177.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,768.0,0.0,69.0,0.0,0.0
杉並区久我山四丁目,杉並区久我山四丁目,杉並区,久我山四丁目,139.59443176975586,35.69194772504553,6.551068117816147,1887.0,0.0,1371.0,0.0,0.0,94.0,0.0,0.0,71.0,0.0,0.0,273.0,0.0,78.0,0.0,0.0
杉並区久我山五丁目,杉並区久我山五丁目,杉並区,久我山五丁目,139.6042390312328,35.687956592564355,7.518465510136505,457.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0
杉並区高井戸東二丁目,杉並区高井戸東二丁目,杉並区,高井戸東二丁目,139.6167969507683,35.680010748570204,8.956175713672923,645.0,0.0,158.0,0.0,116.0,0.0,0.0,0.0,181.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0
杉並区高井戸東三丁目,杉並区高井戸東三丁目,杉並区,高井戸東三丁目,139.62024719007442,35.684979506170144,8.881788038716913,1884.0,0.0,289.0,0.0,515.0,70.0,72.0,0.0,0.0,0.0,0.0,848.0,0.0,90.0,0.0,0.0
杉並区高井戸東四丁目,杉並区高井戸東四丁目,杉並区,高井戸東四丁目,139.62021832068027,35.68907187750813,8.632460422431691,1030.0,0.0,61.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,95.0,0.0,0.0
杉並区高井戸西一丁目,杉並区高井戸西一丁目,杉並区,高井戸西一丁目,139.61105738088435,35.681356095884865,8.458615943398168,1173.0,0.0,158.0,0.0,61.0,0.0,127.0,0.0,0.0,0.0,0.0,827.0,0.0,0.0,0.0,0.0
杉並区高井戸西二丁目,杉並区高井戸西二丁目,杉並区,高井戸西二丁目,139.6118856237782,35.68543878205921,8.236846743525346,424.0,0.0,63.0,0.0,174.0,104.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
杉並区高井戸西三丁目,杉並区高井戸西三丁目,杉並区,高井戸西三丁目,139.61296287235407,35.68818927444372,8.137295210259479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
練馬区中村北四丁目,練馬区中村北四丁目,練馬区,中村北四丁目,139.6363209122828,35.73506941657819,8.822227895321456,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,0.0,0.0
練馬区貫井一丁目,練馬区貫井一丁目,練馬区,貫井一丁目,139.6340914128564,35.7373003426456,8.641826423673674,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0
練馬区貫井二丁目,練馬区貫井二丁目,練馬区,貫井二丁目,139.63502789227414,35.7398185913376,8.75713147810707,1864.0,0.0,0.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,0.0,0.0
練馬区貫井三丁目,練馬区貫井三丁目,練馬区,貫井三丁目,139.6281928696203,35.73841459770579,8.125750681722982,2510.0,0.0,0.0,0.0,46.0,89.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,2224.0,52.0,0.0
練馬区貫井四丁目,練馬区貫井四丁目,練馬区,貫井四丁目,139.62922008140418,35.74258259177579,8.284620332497063,947.0,0.0,0.0,126.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0
練馬区貫井五丁目,練馬区貫井五丁目,練馬区,貫井五丁目,139.63333496147482,35.74344936000973,8.6670754144812,1062.0,0.0,0.0,48.0,0.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0,0.0,0.0
練馬区高松二丁目,練馬区高松二丁目,練馬区,高松二丁目,139.63086331424185,35.74821289603014,8.558549764972028,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0
練馬区高松三丁目,練馬区高松三丁目,練馬区,高松三丁目,139.6272997817794,35.74833682554657,8.250082810748454,2309.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,751.0,0.0,0.0,0.0,1252.0,153.0,0.0
練馬区高松四丁目,練馬区高松四丁目,練馬区,高松四丁目,139.62782749944813,35.75224975790426,8.414851009798685,1281.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.0,0.0,0.0
練馬区高松五丁目,練馬区高松五丁目,練馬区,高松五丁目,139.62204164737597,35.75743408900751,8.11796453232543,934.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,112.0,0.0
練馬区高松六丁目,練馬区高松六丁目,練馬区,高松六丁目,139.61790279057095,35.75830274988749,7.8122661362357135,827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,0.0,0.0
練馬区光が丘三丁目,練馬区光が丘三丁目,練馬区,光が丘三丁目,139.62906197211854,35.756329084125994,8.665021971753438,2713.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396.0,0.0,0.0
練馬区光が丘六丁目,練馬区光が丘六丁目,練馬区,光が丘六丁目,139.62363509227265,35.75983988325939,8.354541727994102,375.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0
練馬区光が丘七丁目,練馬区光が丘七丁目,練馬区,光が丘七丁目,139.6241122753595,35.755987677311076,8.232955337460101,1836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1738.0,0.0,0.0
練馬区土支田一丁目,練馬区土支田一丁目,練馬区,土支田一丁目,139.61753044491658,35.76364940677382,8.042100265854161,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,36.0
練馬区土支田二丁目,練馬区土支田二丁目,練馬区,土支田二丁目,139.61352492010968,35.76182213358005,7.627625281637172,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0
練馬区土支田三丁目,練馬区土支田三丁目,練馬区,土支田三丁目,139.60854436710412,35.760041801439506,7.137874509931423,610.0,38.0,0.0,0.0,37.0,85.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,408.0,0.0,0.0
練馬区土支田四丁目,練馬区土支田四丁目,練馬区,土支田四丁目,139.613772839649,35.76782563593304,7.980196896994194,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,802.0,0.0,41.0
練馬区富士見台一丁目,練馬区富士見台一丁目,練馬区,富士見台一丁目,139.62290755773577,35.73272088366797,7.598996590387856,2167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,1755.0,0.0,0.0
練馬区富士見台二丁目,練馬区富士見台二丁目,練馬区,富士見台二丁目,139.6231724342815,35.735529691113776,7.642565904051018,2606.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,75.0,0.0
練馬区富士見台三丁目,練馬区富士見台三丁目,練馬区,富士見台三丁目,139.62281443283655,35.739292463795366,7.656757916146331,3082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3082.0,0.0,0.0
練馬区富士見台四丁目,練馬区富士見台四丁目,練馬区,富士見台四丁目,139.62267318573248,35.743465079239925,7.72188938769128,2071.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.0,0.0
練馬区南田中一丁目,練馬区南田中一丁目,練馬区,南田中一丁目,139.61858968007002,35.731481681489896,7.20472946081413,1251.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1062.0,0.0,0.0
練馬区南田中二丁目,練馬区南田中二丁目,練馬区,南田中二丁目,139.6169213366233,35.73387207964139,7.066253311242504,645.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,493.0,0.0,0.0
練馬区南田中三丁目,練馬区南田中三丁目,練馬区,南田中三丁目,139.61769962547004,35.737723892370106,7.17630406152529,2906.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2767.0,0.0,0.0
練馬区南田中四丁目,練馬区南田中四丁目,練馬区,南田中四丁目,139.61243978967738,35.73422835132767,6.665441898665819,2397.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,282.0,1160.0,56.0,0.0
練馬区南田中五丁目,練馬区南田中五丁目,練馬区,南田中五丁目,139.61177663964946,35.73786828038544,6.648238743783611,2239.0,43.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,45.0,0.0,1875.0,130.0,0.0
練馬区高野台一丁目,練馬区高野台一丁目,練馬区,高野台一丁目,139.61731244476948,35.74243015400557,7.224912282976474,4889.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,0.0,0.0
練馬区高野台二丁目,練馬区高野台二丁目,練馬区,高野台二丁目,139.62090547478593,35.746871726568614,7.6506341380845395,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2960.0,0.0,0.0
練馬区高野台三丁目,練馬区高野台三丁目,練馬区,高野台三丁目,139.61356490879564,35.74467173808731,6.948556479728087,8804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,8681.0,0.0,0.0
練馬区高野台四丁目,練馬区高野台四丁目,練馬区,高野台四丁目,139.61670841507066,35.747737907396896,7.310018269277036,3309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,3125.0,38.0,0.0
練馬区高野台五丁目,練馬区高野台五丁目,練馬区,高野台五丁目,139.61111134630508,35.748340256521786,6.8453635079828326,1893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,1791.0,0.0,0.0
練馬区谷原一丁目,練馬区谷原一丁目,練馬区,谷原一丁目,139.622146057368,35.749916673341055,7.848850388300475,1130.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,0.0,0.0
練馬区谷原二丁目,練馬区谷原二丁目,練馬区,谷原二丁目,139.6160262995829,35.75065819787566,7.346806229821779,1409.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.0,0.0,0.0
練馬区谷原三丁目,練馬区谷原三丁目,練馬区,谷原三丁目,139.61812084929144,35.75370603881496,7.637653868467141,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,678.0,0.0,0.0
練馬区谷原四丁目,練馬区谷原四丁目,練馬区,谷原四丁目,139.61419564722982,35.75516890232879,7.367396952245951,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0
練馬区谷原五丁目,練馬区谷原五丁目,練馬区,谷原五丁目,139.61042064065285,35.751862945211556,6.915087297097349,1684.0,0.0,0.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,0.0,0.0
練馬区谷原六丁目,練馬区谷原六丁目,練馬区,谷原六丁目,139.61019737446514,35.755862988422805,7.066782930653809,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,1180.0,0.0,31.0
練馬区三原台一丁目,練馬区三原台一丁目,練馬区,三原台一丁目,139.60492844318534,35.75249753061902,6.481299462403356,2313.0,0.0,0.0,0.0,43.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,2216.0,0.0,0.0
練馬区三原台二丁目,練馬区三原台二丁目,練馬区,三原台二丁目,139.60517111974335,35.75649798105745,6.686820879845338,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0
練馬区三原台三丁目,練馬区三原台三丁目,練馬区,三原台三丁目,139.6007219268356,35.75326995205284,6.169345979755536,1211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.0,0.0,0.0
練馬区石神井町一丁目,練馬区石神井町一丁目,練馬区,石神井町一丁目,139.6112455848404,35.741121110224036,6.659608864022028,4255.0,0.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,3160.0,0.0,0.0
練馬区石神井町二丁目,練馬区石神井町二丁目,練馬区,石神井町二丁目,139.6079346640764,35.7462969061346,6.504846496462799,3234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,3035.0,0.0,0.0
練馬区石神井町三丁目,練馬区石神井町三丁目,練馬区,石神井町三丁目,139.6053598420569,35.742192141727216,6.1643679871709045,1629.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,1226.0,0.0,0.0
練馬区石神井町四丁目,練馬区石神井町四丁目,練馬区,石神井町四丁目,139.6038907068505,35.747507985903106,6.197079378437241,2095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921.0,174.0,0.0
練馬区石神井町五丁目,練馬区石神井町五丁目,練馬区,石神井町五丁目,139.60317637253434,35.738170284291975,5.88528614486137,832.0,0.0,0.0,0.0,97.0,0.0,0.0,61.0,0.0,0.0,0.0,156.0,0.0,518.0,0.0,0.0
練馬区石神井町六丁目,練馬区石神井町六丁目,練馬区,石神井町六丁目,139.6003712387259,35.74103723537625,5.696866723814339,2102.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,1588.0,0.0,0.0
練馬区石神井町七丁目,練馬区石神井町七丁目,練馬区,石神井町七丁目,139.5981246314789,35.744088234226936,5.5862021313664725,1969.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,501.0,104.0,1313.0,0.0,0.0
練馬区石神井町八丁目,練馬区石神井町八丁目,練馬区,石神井町八丁目,139.59946042681506,35.74752898907992,5.820196796387965,3194.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,2868.0,0.0,0.0
練馬区石神井台一丁目,練馬区石神井台一丁目,練馬区,石神井台一丁目,139.59625205118715,35.737447787515464,5.255520665902,488.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,404.0,0.0,0.0
練馬区石神井台二丁目,練馬区石神井台二丁目,練馬区,石神井台二丁目,139.59162078862454,35.736499061484,4.826074632421444,3521.0,0.0,0.0,54.0,133.0,54.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,2786.0,0.0,0.0
練馬区石神井台三丁目,練馬区石神井台三丁目,練馬区,石神井台三丁目,139.59149884069814,35.742120759382175,4.950835572422953,3816.0,0.0,0.0,129.0,84.0,261.0,0.0,0.0,72.0,0.0,68.0,0.0,339.0,2863.0,0.0,0.0
練馬区石神井台四丁目,練馬区石神井台四丁目,練馬区,石神井台四丁目,139.58601068651114,35.73251459427997,4.272358801837847,4611.0,764.0,59.0,0.0,143.0,793.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,2233.0,0.0,0.0
練馬区石神井台五丁目,練馬区石神井台五丁目,練馬区,石神井台五丁目,139.5861059048076,35.736363306751606,4.332419199579769,1719.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,1097.0,0.0,0.0
練馬区石神井台六丁目,練馬区石神井台六丁目,練馬区,石神井台六丁目,139.58419903102535,35.73955865507119,4.239830245139558,935.0,46.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,523.0,0.0,0.0
練馬区石神井台七丁目,練馬区石神井台七丁目,練馬区,石神井台七丁目,139.57943318904992,35.73141409550136,3.6723094893419432,1180.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,67.0,97.0,69.0,880.0,0.0,0.0
練馬区石神井台八丁目,練馬区石神井台八丁目,練馬区,石神井台八丁目,139.5798404352745,35.73557357095628,3.760209189947675,1330.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,1108.0,0.0,0.0
練馬区上石神井一丁目,練馬区上石神井一丁目,練馬区,上石神井一丁目,139.59047521036612,35.724707337177975,4.6985069120529515,2432.0,0.0,48.0,41.0,0.0,146.0,0.0,61.0,0.0,0.0,52.0,782.0,57.0,1245.0,0.0,0.0
練馬区上石神井二丁目,練馬区上石神井二丁目,練馬区,上石神井二丁目,139.59550305498487,35.72780973962436,5.123058099641493,888.0,0.0,0.0,151.0,72.0,134.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,191.0,0.0,0.0
練馬区上石神井三丁目,練馬区上石神井三丁目,練馬区,上石神井三丁目,139.59549099274446,35.73179371924806,5.12214754500546,2660.0,0.0,0.0,296.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,1915.0,0.0,0.0
練馬区上石神井四丁目,練馬区上石神井四丁目,練馬区,上石神井四丁目,139.58716757736218,35.72882156604369,4.367245603581418,1339.0,0.0,62.0,200.0,253.0,130.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,319.0,0.0,0.0
練馬区上石神井南町,練馬区上石神井南町,練馬区,上石神井南町,139.5957606495789,35.723432719625926,5.189874978883082,1580.0,0.0,92.0,53.0,44.0,103.0,329.0,0.0,0.0,0.0,0.0,779.0,0.0,180.0,0.0,0.0
練馬区下石神井一丁目,練馬区下石神井一丁目,練馬区,下石神井一丁目,139.61136912362562,35.73093238901298,6.551749189006566,918.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,774.0,0.0,0.0
練馬区下石神井二丁目,練馬区下石神井二丁目,練馬区,下石神井二丁目,139.60700160756144,35.73049106510563,6.156778134450465,1859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,1140.0,51.0,0.0
練馬区下石神井三丁目,練馬区下石神井三丁目,練馬区,下石神井三丁目,139.60788562270514,35.73580865112537,6.2718912284114525,1347.0,55.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,975.0,0.0,0.0
練馬区下石神井四丁目,練馬区下石神井四丁目,練馬区,下石神井四丁目,139.6024771316191,35.72746023813057,5.753696224623154,2163.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,1411.0,0.0,0.0
練馬区下石神井五丁目,練馬区下石神井五丁目,練馬区,下石神井五丁目,139.60200672003364,35.731109778532,5.70731227440128,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,241.0,0.0,0.0
練馬区下石神井六丁目,練馬区下石神井六丁目,練馬区,下石神井六丁目,139.60342512163447,35.73430720216469,5.855059619110674,2125.0,0.0,0.0,0.0,57.0,47.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,1847.0,64.0,0.0
練馬区立野町,練馬区立野町,練馬区,立野町,139.58097958906512,35.71672277790148,4.074715907884168,832.0,0.0,53.0,0.0,125.0,0.0,64.0,0.0,0.0,0.0,0.0,443.0,147.0,0.0,0.0,0.0
練馬区関町東一丁目,練馬区関町東一丁目,練馬区,関町東一丁目,139.5834102187871,35.72510803741245,4.060131488827339,1807.0,0.0,0.0,170.0,131.0,323.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,1029.0,0.0,0.0
練馬区関町東二丁目,練馬区関町東二丁目,練馬区,関町東二丁目,139.58082176755565,35.72832006431844,3.796594798933143,443.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,207.0,0.0,0.0
練馬区関町北一丁目,練馬区関町北一丁目,練馬区,関町北一丁目,139.57902585803618,35.72512465324733,3.6676874851317858,1581.0,0.0,0.0,190.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,484.0,74.0,665.0,0.0,0.0
練馬区関町北二丁目,練馬区関町北二丁目,練馬区,関町北二丁目,139.5751269250229,35.72542907056367,3.3145096062465793,2545.0,0.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,814.0,0.0,595.0,0.0,0.0
練馬区関町北三丁目,練馬区関町北三丁目,練馬区,関町北三丁目,139.5693790351186,35.7255578518914,2.7997736169752696,1793.0,0.0,79.0,580.0,72.0,0.0,0.0,0.0,139.0,0.0,0.0,495.0,0.0,428.0,0.0,0.0
練馬区関町北四丁目,練馬区関町北四丁目,練馬区,関町北四丁目,139.57281457242334,35.72962696429795,3.070402191022234,1549.0,0.0,0.0,115.0,59.0,671.0,0.0,0.0,54.0,0.0,0.0,451.0,0.0,199.0,0.0,0.0
練馬区関町北五丁目,練馬区関町北五丁目,練馬区,関町北五丁目,139.5732329526004,35.733153652626804,3.1307480586915832,2877.0,0.0,61.0,339.0,73.0,346.0,0.0,0.0,0.0,0.0,62.0,176.0,56.0,1764.0,0.0,0.0
練馬区関町南一丁目,練馬区関町南一丁目,練馬区,関町南一丁目,139.5922089738853,35.720988078637895,4.919175713415574,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,153.0,0.0,0.0
練馬区関町南二丁目,練馬区関町南二丁目,練馬区,関町南二丁目,139.5856983413485,35.71842978040411,4.417425276508888,1007.0,0.0,90.0,67.0,0.0,231.0,0.0,0.0,62.0,0.0,0.0,445.0,0.0,58.0,0.0,54.0
練馬区関町南三丁目,練馬区関町南三丁目,練馬区,関町南三丁目,139.58074519085963,35.721564198236756,3.8948065628335047,1534.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,56.0,701.0,0.0,644.0,0.0,0.0
練馬区関町南四丁目,練馬区関町南四丁目,練馬区,関町南四丁目,139.5720348576213,35.721430821245356,3.140165845930877,1879.0,0.0,200.0,507.0,0.0,536.0,80.0,0.0,0.0,0.0,0.0,274.0,0.0,282.0,0.0,0.0
練馬区東大泉一丁目,練馬区東大泉一丁目,練馬区,東大泉一丁目,139.5911843918988,35.749058235344215,5.191679966656143,2842.0,0.0,0.0,0.0,0.0,160.0,0.0,49.0,0.0,0.0,0.0,144.0,145.0,2344.0,0.0,0.0
練馬区東大泉二丁目,練馬区東大泉二丁目,練馬区,東大泉二丁目,139.59582238221543,35.75316871768754,5.766728741906926,4390.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,145.0,0.0,3978.0,118.0,0.0
練馬区東大泉三丁目,練馬区東大泉三丁目,練馬区,東大泉三丁目,139.58923939169128,35.753597265838664,5.267158831471987,2916.0,253.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,89.0,102.0,2214.0,61.0,0.0
